,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women,Race,Lastname_x,Firstname_x,Fuzzy_Firstname,Fuzzy_Lastname,Num Endorcements,Ethnicity,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
241,Brandon Michon,Male,White,,,No,No,Virginia,5/21/22,Representative,10,1538,10,Made runoff,2052,14,Lost,No comment,No,,,,,No,No,,,White,MICHON,BRANDON,BRANDON,MICHON,0,[],H2VA10257,"MICHON, BRANDON",C,2,REP,306620.43,0.0,306620.43,0.0,0.0,0.0,0.0,35000.0,0.0,35000.0,0.0,0.0,267545.24,VA,10.0,,,,,,3075.0,0.0,08/23/2022,20340.0,0.0,MICHON,BRANDON
242,Brooke Taylor,Female,White,,,No,No,Virginia,5/21/22,Representative,10,56,0,Lost,0,0,,No comment,No,,,,,No,No,,,White,TAYLOR,BROOKE,BROOKE,TAYLOR,0,[],H2VA10265,"TAYLOR, BROOKE",C,2,REP,65910.25,14500.0,28858.44,0.0,0.0,37051.81,0.0,0.0,0.0,0.0,0.0,0.0,48510.25,VA,10.0,,,,,,2900.0,0.0,12/31/2022,0.0,0.0,TAYLOR,BROOKE
243,Katie Britt,Female,White,,,No,No,Alabama,5/24/22,Senator,,289425,45,Made runoff,253251,63,Won,Fully denied,Yes (runoff only),6/10/22,No,,,,Yes,Yes,Yes,White,BRITT,KATIE,KATIE,BRITT,3,[],S2AL00145,"BRITT, KATIE BOYD",O,2,REP,11452928.7,711044.04,9744197.22,95955.14,0.0,1708731.48,0.0,0.0,0.0,0.0,0.0,30327.0,9080849.3,AL,0.0,,,,,,1605560.0,51200.0,12/31/2022,29611.21,1300.0,BRITT,KATIE
244,Mo Brooks,Male,White,,,No,No,Alabama,5/24/22,Senator,,188539,29,Made runoff,148636,37,Lost,Fully denied,No,3/23/22,Yes,,,,No,No,No,White,BROOKS,MO,MO,BROOKS,1,[],H0AL05163,"BROOKS, MO",I,2,REP,3615102.95,0.0,4750635.47,0.0,1137501.18,1968.66,0.0,0.0,0.0,0.0,0.0,0.0,3392131.66,AL,5.0,,,,,,93500.0,0.0,12/31/2022,329546.0,5500.0,BROOKS,MO
246,Karla M. DuPriest,Female,Black,,,No,No,Alabama,5/24/22,Senator,,5739,1,Lost,0,0,,No comment,No,,No,,,,No,No,No,Black,DUPRIEST,KARLA,KARLA,DUPRIEST,0,[],S2AL00228,"DUPRIEST, KARLA",O,2,REP,4900.0,0.0,4900.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,4700.0,AL,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,DUPRIEST,KARLA
247,Jerry Carl,Male,White,,,Yes,No,Alabama,5/24/22,Representative,1,1,100,Won,0,0,,Fully denied,Yes,5/21/22,,,,,,,,White,CARL,JERRY,JERRY,CARL,0,[],H0AL01055,"CARL, JERRY LEE, JR",I,2,REP,1313718.57,281319.87,971793.34,0.0,111972.59,453897.82,0.0,0.0,0.0,28797.29,0.0,468238.58,532388.69,AL,1.0,,,,,,499500.0,0.0,12/31/2022,21700.0,0.0,CARL,JERRY
248,Michael T. Joiner,Male,White,,,No,Yes,Alabama,5/24/22,Representative,3,15618,18,Lost,0,0,,No comment,No,,,,,,,,,White,JOINER,MICHAEL,MICHAEL,JOINER,0,[],H2AL03123,"JOINER, MICHAEL T",C,2,REP,500.0,0.0,538.99,0.0,0.0,-38.99,0.0,0.0,0.0,0.0,0.0,0.0,500.0,AL,3.0,,,,,,0.0,0.0,05/04/2022,0.0,0.0,JOINER,MICHAEL
249,Robert Aderholt,Male,White,,,Yes,No,Alabama,5/24/22,Representative,4,1,100,Won,0,0,,Fully denied,Yes,5/21/22,,,,,,,,White,ADERHOLT,ROBERT,ROBERT,ADERHOLT,0,[],H6AL04098,"ADERHOLT, ROBERT B. REP.",I,2,REP,1540807.2,5263.5,1028366.36,475.0,647004.39,1159445.23,0.0,0.0,0.0,0.0,0.0,0.0,845700.98,AL,4.0,,,,,,684683.5,0.0,12/31/2022,2308.14,1000.0,ADERHOLT,ROBERT
250,John Roberts,Male,White,,,No,No,Alabama,5/24/22,Representative,5,13979,14,Lost,0,0,,No comment,No,,,,,,,,,White,ROBERTS,JOHN,JOHN,ROBERTS,0,[],H2AL05169,"ROBERTS, JOHN",O,2,REP,167173.32,0.0,167173.32,0.0,0.0,0.0,2468.94,45000.0,0.0,6933.64,0.0,0.0,119704.38,AL,5.0,,,,,,0.0,0.0,08/31/2022,27400.0,0.0,ROBERTS,JOHN
251,Paul Sanford,Male,White,,,No,No,Alabama,5/24/22,Representative,5,11573,11,Lost,0,0,,No comment,No,,,,,,,,,White,SANFORD,PAUL,PAUL,SANFORD,0,[],H2AL05219,"SANFORD, PAUL",O,2,REP,70308.97,0.0,70417.97,0.0,0.0,0.0,208.75,11250.0,0.0,0.0,0.0,10000.0,58650.22,AL,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,SANFORD,PAUL
252,Dale Strong,Male,White,,,No,No,Alabama,5/24/22,Representative,5,45319,45,Made runoff,48138,63,Won,Fully denied,No,,,,,,,,,White,STRONG,DALE,DALE,STRONG,0,[],H2AL05102,"STRONG, DALE WHITNEY",C,2,REP,1994353.59,0.0,1975308.27,0.0,0.0,19045.32,0.0,240000.0,0.0,0.0,0.0,240000.0,1393769.91,AL,5.0,,,,,,360000.0,0.0,12/31/2022,20400.0,0.0,STRONG,DALE
253,Casey Wardynski,Male,White,,,No,No,Alabama,5/24/22,Representative,5,23340,23,Made runoff,27794,37,Lost,Fully denied,No,,,,,,,,,White,WARDYNSKI,CASEY,CASEY,WARDYNSKI,0,[],H2AL05128,"WARDYNSKI, CASEY",O,2,REP,777338.34,0.0,777338.34,0.0,0.0,0.0,1600.0,153000.0,0.0,0.0,0.0,153000.0,595228.34,AL,5.0,,,,,,14500.0,0.0,08/02/2022,11905.0,0.0,WARDYNSKI,CASEY
254,Harrison Wright,Male,White,,,No,No,Alabama,5/24/22,Representative,5,1509,1,Lost,0,0,,Fully denied,No,,,,,,,,,White,WRIGHT,HARRISON,HARRISON,WRIGHT,0,[],H2AL05136,"WRIGHT, HARRISON GAGE WOODARD",O,2,REP,811.0,0.0,0.0,0.0,485.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,AL,5.0,,,,,,25.0,100.0,07/21/2022,0.0,0.0,WRIGHT,HARRISON
255,Gary Palmer,Male,White,,,Yes,No,Alabama,5/24/22,Representative,6,1,100,Won,0,0,,Fully denied,Yes,1/18/22,,,,,,,,White,PALMER,GARY,GARY,PALMER,0,[],H4AL06098,"PALMER, GARY",I,2,REP,1278902.76,175769.1,1203524.76,0.0,370687.86,446065.86,0.0,0.0,0.0,0.0,0.0,0.0,686961.84,AL,6.0,,,,,,410795.0,100.0,12/31/2022,66900.0,0.0,PALMER,GARY
256,Beatrice Nichols,Female,White,,,No,No,Alabama,5/24/22,Representative,7,1,100,Won,0,0,,No comment,No,,,,,,,,,White,NICHOLS,BEATRICE,BEATRICE,NICHOLS,0,[],H2AL07173,"NICHOLS, BEATRICE JACKSON",C,2,REP,47728.98,0.0,47821.88,0.0,0.0,75.13,0.0,0.0,0.0,0.0,0.0,0.0,46285.71,AL,7.0,,,,,,0.0,1000.0,12/31/2022,0.14,0.0,NICHOLS,BEATRICE
257,Jan Morgan,Female,White,,,No,Yes,Arkansas,5/24/22,Senator,,65958,19,Lost,0,0,,Fully denied,No,,,No,,,,,,White,MORGAN,JAN,JAN,MORGAN,0,[],S2AR00081,"MORGAN, JAN",C,2,REP,622788.57,0.0,622788.57,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,615982.17,AR,0.0,,,,,,0.0,0.0,07/27/2022,2135.0,0.0,MORGAN,JAN
258,Heath Loftis,Male,White,,,No,Yes,Arkansas,5/24/22,Senator,,8112,2,Lost,0,0,,Fully denied,No,,,No,,,,,,White,LOFTIS,HEATH,HEATH,LOFTIS,0,[],S2AR00073,"LOFTIS, HEATH PASTOR",C,2,REP,39678.45,0.0,40178.45,0.0,100.0,0.0,22452.25,0.0,0.0,0.0,0.0,0.0,16390.49,AR,0.0,,,,,,0.0,100.0,05/25/2022,0.0,0.0,LOFTIS,HEATH
259,Jake Bequette,Male,White,,,No,Yes,Arkansas,5/24/22,Senator,,71809,21,Lost,0,0,,Fully denied,No,,,No,,,,,,White,BEQUETTE,JAKE,JAKE,BEQUETTE,0,[],S2AR00107,"BEQUETTE, JAKE MR.",C,2,REP,1395154.14,0.0,1390350.93,0.0,0.0,4803.21,43800.0,0.0,0.0,0.0,0.0,14953.71,1347651.37,AR,0.0,,,,,,2000.0,0.0,12/31/2022,247220.0,0.0,BEQUETTE,JAKE
260,Jody Shackelford,Male,White,,,No,Yes,Arkansas,5/24/22,Representative,1,9837,11,Lost,0,0,,No comment,No,,,,,,,,,White,SHACKELFORD,JODY,JODY,SHACKELFORD,0,[],H2AR01121,"SHACKELFORD, JODY",C,2,REP,24483.04,0.0,21377.52,0.0,0.0,3105.52,0.0,24333.04,0.0,0.0,0.0,24333.04,150.0,AR,1.0,,,,,,0.0,0.0,05/04/2022,0.0,0.0,SHACKELFORD,JODY
261,Brandt Smith,Male,White,,,No,Yes,Arkansas,5/24/22,Representative,1,11981,14,Lost,0,0,,Fully denied,No,,,,,,,,,White,SMITH,BRANDT,BRANDT,SMITH,0,[],H2AR01105,"SMITH, BRANDT",C,2,REP,30450.0,0.0,30450.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,28700.0,AR,1.0,,,,,,750.0,0.0,06/30/2022,0.0,0.0,SMITH,BRANDT
262,Conrad Reynolds,Male,White,,,No,Yes,Arkansas,5/24/22,Representative,2,35078,41,Lost,0,0,,Fully denied,No,,,,,,,,,White,REYNOLDS,CONRAD,CONRAD,REYNOLDS,0,[],H2AR02103,"REYNOLDS, CONRAD E",C,2,REP,127592.04,0.0,150763.96,0.0,0.0,2134.97,0.0,12335.56,0.0,0.0,0.0,21442.67,114040.98,AR,2.0,,,,,,0.0,0.0,12/31/2022,8700.0,0.0,REYNOLDS,CONRAD
263,Steve Womack,Male,White,,,Yes,No,Arkansas,5/24/22,Representative,3,60814,79,Won,0,0,,Fully accepted,No,,,,,,,,,White,WOMACK,STEVE,STEVE,WOMACK,0,[],H0AR03055,"WOMACK, STEVE",I,2,REP,1664168.78,16946.27,1083110.59,0.0,1363256.7,1944314.89,0.0,0.0,0.0,0.0,0.0,0.0,739783.77,AR,3.0,,,,,,887778.08,0.0,12/31/2022,1550.0,0.0,WOMACK,STEVE
264,Neil Robinson Kumar,Male,White,Asian,,No,Yes,Arkansas,5/24/22,Representative,3,16414,21,Lost,0,0,,Fully denied,No,,,,,,,,,Asian White,KUMAR,NEIL,NEIL,KUMAR,0,[],H2AR03275,"KUMAR, NEIL",C,2,REP,110333.24,0.0,110333.24,0.0,0.0,0.0,0.0,30000.0,0.0,461.0,0.0,29539.0,80123.24,AR,3.0,,,,,,210.0,0.0,07/05/2022,125.0,0.0,KUMAR,NEIL
265,Bruce Westerman,Male,White,,,Yes,No,Arkansas,5/24/22,Representative,4,1,100,Won,0,0,,Accepted with reservations,Yes,5/21/22,,,,,,,,White,WESTERMAN,BRUCE,BRUCE,WESTERMAN,0,[],H4AR04048,"WESTERMAN, BRUCE",I,2,REP,1944291.45,81657.47,1445546.44,0.0,976806.01,1475551.02,0.0,0.0,0.0,0.0,0.0,0.0,909878.88,AR,4.0,,,,,,941300.0,0.0,12/31/2022,8650.0,3600.0,WESTERMAN,BRUCE
266,Gary W. Black,Male,White,,,No,No,Georgia,5/24/22,Senator,,157370,13,Lost,0,0,,Raised questions,No,,,,,,,,,White,BLACK,GARY,GARY,BLACK,0,[],S2GA00209,"BLACK, GARY",C,2,REP,2030593.18,0.0,2028135.7,0.0,0.0,2457.48,0.0,0.0,0.0,0.0,0.0,0.0,1991274.43,GA,0.0,,,,,,38500.0,0.0,12/31/2022,339369.75,6150.0,BLACK,GARY
267,Kelvin King,Male,Black,,,No,No,Georgia,5/24/22,Senator,,37930,3,Lost,0,0,,Avoided answering,No,,,,,,,,,Black,KING,KELVIN,KELVIN,KING,0,[],S2GA00183,"KING, KELVIN",C,2,REP,1660863.62,0.0,1656119.43,0.0,0.0,4744.19,0.0,411828.54,0.0,0.0,0.0,411828.54,1243614.63,GA,0.0,,,,,,1250.0,0.0,12/31/2022,41624.0,0.0,KING,KELVIN
268,Latham Saddler,Male,White,,,No,No,Georgia,5/24/22,Senator,,104471,9,Lost,0,0,,Raised questions,No,,,,,,,,,White,SADDLER,LATHAM,LATHAM,SADDLER,0,[],S2GA00175,"SADDLER, LATHAM",C,2,REP,4264252.44,0.0,4258108.89,0.0,0.0,6143.55,2900.0,0.0,0.0,0.0,0.0,21950.62,4235763.34,GA,0.0,,,,,,12500.0,0.0,12/31/2022,1327099.06,0.0,SADDLER,LATHAM
269,Herschel Junior Walker,Male,Black,,,No,No,Georgia,5/24/22,Senator,,803560,68,Won,0,0,,Raised questions,Yes,9/2/21,,,,,,,,Black,WALKER,HERSCHEL,HERSCHEL,WALKER,0,[],S2GA00225,"WALKER, HERSCHEL MR.",C,2,REP,73748652.12,1825955.35,68726971.62,124440.32,0.0,5021680.5,0.0,0.0,0.0,0.0,0.0,231497.9,70456901.53,GA,0.0,,,,,,1054792.07,16550.0,12/31/2022,471386.93,1000.0,WALKER,HERSCHEL
270,"Earl L. ""Buddy"" Carter",Male,White,,,Yes,No,Georgia,5/24/22,Representative,1,1,100,Won,0,0,,Accepted with reservations,Yes,5/21/22,,,,,,,,White,CARTER,EARL,EARL,CARTER,0,[],H4GA01039,"CARTER, EARL LEROY",I,2,REP,2127328.91,64065.02,2015646.01,0.0,1705925.34,1817608.24,0.0,0.0,0.0,0.0,0.0,0.0,1053804.58,GA,1.0,,,,,,1005885.0,0.0,12/31/2022,36025.0,2500.0,CARTER,EARL
271,Vivian L. Childs,Male,Black,,,No,No,Georgia,5/24/22,Representative,2,3986,6,Lost,0,0,,No comment,No,,,,,,,Yes,,Black,CHILDS,VIVIAN,VIVIAN,CHILDS,1,[],H4GA02078,"CHILDS, VIVIAN LOUISE",C,2,REP,16769.27,0.0,21127.86,0.0,4517.58,158.99,5086.15,0.0,0.0,0.0,0.0,10000.0,10683.12,GA,2.0,,,,,,1000.0,0.0,12/31/2022,0.0,0.0,CHILDS,VIVIAN
272,Jeremy Hunt,Male,Black,,,No,No,Georgia,5/24/22,Representative,2,22923,37,Made runoff,13875,49,Lost,No comment,No,,,,,,,No,,Black,HUNT,JEREMY,JEREMY,HUNT,0,[],H2GA02189,"HUNT, JEREMY",C,2,REP,994675.63,49330.7,991098.06,0.0,0.0,3577.57,0.0,0.0,0.0,0.0,0.0,77247.66,878344.93,GA,2.0,,,,,,67000.0,0.0,12/31/2022,23200.0,2500.0,HUNT,JEREMY
273,Jared Craig,Male,White,,,No,Yes,Georgia,5/24/22,Representative,3,20175,17,Lost,0,0,,Fully denied,No,,,,,,,,,White,CRAIG,JARED,JARED,CRAIG,0,[],H2GA03179,"CRAIG, JARED",C,2,REP,39865.79,0.0,41657.58,0.0,0.0,-443.69,18608.03,0.0,0.0,0.0,0.0,0.0,18994.93,GA,3.0,,,,,,2262.83,0.0,11/18/2022,0.0,0.0,CRAIG,JARED
275,Surrea Ivy,Female,Black,,,No,No,Georgia,5/24/22,Representative,4,6078,22,Lost,0,0,,No comment,No,,,,,,,,,Black,IVY,SURREA,SURREA,IVY,0,[],H2GA04193,"IVY, SURREA MRS.",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GA,4.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,IVY,SURREA
276,Christian Zimm,Male,White,,,No,No,Georgia,5/24/22,Representative,5,1,100,Won,0,0,,No comment,No,,,,,,,,,White,ZIMM,CHRISTIAN,CHRISTIAN,ZIMM,0,[],H2GA05166,"ZIMM, CHRISTIAN GERARD",C,2,REP,35221.14,0.0,24556.62,100.0,0.0,10664.52,42.86,0.0,0.0,0.0,0.0,0.0,30178.28,GA,5.0,,,,,,5000.0,0.0,12/31/2022,25.0,0.0,ZIMM,CHRISTIAN
277,Jake Evans,Male,White,,,No,No,Georgia,5/24/22,Representative,6,26160,23,Made runoff,13808,33,Lost,Raised questions,Yes,5/5/22,No,,,,,No,,White,EVANS,JAKE,JAKE,EVANS,0,[],H2GA06164,"EVANS, JAKE",C,2,REP,1992683.62,0.0,1992683.62,0.0,0.0,0.0,2007.32,807633.71,0.0,0.0,0.0,0.0,1149344.59,GA,6.0,,,,,,28650.0,0.0,06/30/2022,69800.0,0.0,EVANS,JAKE
278,Byron Gatewood,Male,White,,,No,No,Georgia,5/24/22,Representative,6,3358,3,Lost,0,0,,Avoided answering,No,,No,,,,,No,,White,GATEWOOD,BYRON,BYRON,GATEWOOD,0,[],H2GA06198,"GATEWOOD, BYRON",C,2,REP,106651.0,0.0,106651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106651.0,GA,6.0,,,,,,0.0,0.0,06/15/2022,4155.0,0.0,GATEWOOD,BYRON
279,Meagan Hanson,Female,White,,,No,No,Georgia,5/24/22,Representative,6,9539,8,Lost,0,0,,Raised questions,No,,No,,,,,No,,White,HANSON,MEAGAN,MEAGAN,HANSON,0,[],H2GA06172,"HANSON, MEAGAN MYERS",C,2,REP,539770.46,0.0,525478.29,0.0,0.0,14292.17,827.31,50000.0,0.0,50000.0,0.0,25939.06,471895.35,GA,6.0,,,,,,15700.0,0.0,12/31/2022,124997.0,2000.0,HANSON,MEAGAN
280,Blake Harbin,Male,White,,,No,No,Georgia,5/24/22,Representative,6,4171,4,Lost,0,0,,Raised questions,No,,No,,,,,No,,White,HARBIN,BLAKE,BLAKE,HARBIN,0,[],H0GA06200,"HARBIN, BLAKE",C,2,REP,517875.33,0.0,227211.73,0.0,0.0,290394.32,0.0,500000.0,0.0,0.0,0.0,250000.0,17875.33,GA,6.0,,,,,,0.0,0.0,05/04/2022,0.0,0.0,HARBIN,BLAKE
281,Paulette Smith,Female,Black,,,No,No,Georgia,5/24/22,Representative,6,1123,1,Lost,0,0,,Fully denied,No,,No,,,,,No,,Black,SMITH,PAULETTE,PAULETTE,SMITH,0,[],H0GA06226,"SMITH, PAULETTE MISS",C,2,REP,7721.09,0.0,2138.89,0.0,12366.42,5597.2,0.0,6399.9,0.0,0.0,0.0,6399.9,50.45,GA,6.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,SMITH,PAULETTE
282,Mallory Staples,Female,White,,,No,No,Georgia,5/24/22,Representative,6,10178,9,Lost,0,0,,Fully denied,No,,No,,,,,No,,White,STAPLES,MALLORY,MARY,STAPLES,0,[],H2GA06156,"STAPLES, MARY MALLORY",C,2,REP,807367.67,0.0,807367.67,0.0,0.0,0.0,2100.0,250682.37,0.0,0.0,0.0,0.0,543634.08,GA,6.0,,,,,,2000.0,0.0,10/14/2022,144087.0,0.0,STAPLES,MARY
283,Eugene Yu,Male,Asian,,,No,No,Georgia,5/24/22,Representative,6,7411,7,Lost,0,0,,Fully denied,No,,No,,,,,No,,Asian,YU,EUGENE,EUGENE,YU,0,['Asian (Korean)'],H4GA12051,"YU, EUGENE",C,2,REP,54550.1,0.0,70672.38,0.0,-6544.34,-22666.62,0.0,41000.0,0.0,350.0,0.0,60650.0,13550.1,GA,6.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,YU,EUGENE
284,Michael Corbin,Male,White,,,No,No,Georgia,5/24/22,Representative,7,18637,41,Made runoff,3666,30,Lost,No comment,No,,,,,,,,,White,CORBIN,MICHAEL,MICHAEL,CORBIN,0,[],H2GA07121,"CORBIN, MICHAEL",C,2,REP,19797.34,0.0,17142.58,0.0,100.0,2754.76,4977.34,0.0,2100.0,0.0,2000.0,100.0,12720.0,GA,7.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,CORBIN,MICHAEL
285,Michael Coibion,Male,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),,1261,0,Lost,0,0,,No comment,No,,,,,,,,,White,COIBION,MICHAEL,MICHAEL,CORBIN,0,[],H2GA07121,"CORBIN, MICHAEL",C,2,REP,19797.34,0.0,17142.58,0.0,100.0,2754.76,4977.34,0.0,2100.0,0.0,2000.0,100.0,12720.0,GA,7.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,CORBIN,MICHAEL
286,Mark Gonsalves,Male,White,,,No,No,Georgia,5/24/22,Representative,7,12477,27,Made runoff,8591,70,Won,Fully denied,No,,,,,,,,,White,GONSALVES,MARK,MARK,GONSALVES,0,[],H0GA07232,"GONSALVES, MARK",C,2,REP,567363.58,0.0,564475.64,0.0,0.0,2887.94,0.0,200000.0,0.0,200000.0,0.0,0.0,351671.68,GA,7.0,,,,,,15691.9,0.0,12/31/2022,0.0,0.0,GONSALVES,MARK
287,Lisa McCoy,Female,White,,,No,No,Georgia,5/24/22,Representative,7,6380,14,Lost,0,0,,No comment,No,,,,,,,,,White,MCCOY,LISA,LISA,MCCOY,0,[],H2GA07162,"MCCOY, LISA",C,2,REP,9737.13,0.0,10283.73,0.0,0.0,-67.65,5862.13,3000.0,0.0,0.0,0.0,0.0,875.0,GA,7.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,MCCOY,LISA
288,Mary West,Female,White,,,No,No,Georgia,5/24/22,Representative,7,4370,10,Lost,0,0,,No comment,No,,,,,,,,,White,WEST,MARY,MARY,WEST,0,[],H2GA10232,"WEST, MARY",O,2,REP,94060.93,0.0,82610.92,0.0,0.0,4767.01,2222.0,42374.13,0.0,0.0,0.0,0.0,47964.8,GA,7.0,,,,,,1500.0,0.0,12/31/2022,100.0,0.0,WEST,MARY
289,Andrew Clyde,Male,White,,,Yes,No,Georgia,5/24/22,Representative,9,90535,76,Won,0,0,,Fully denied,Yes,12/20/21,,,,,,,,White,CLYDE,ANDREW,ANDREW,CLYDE,0,[],H0GA09246,"CLYDE, ANDREW",I,2,REP,819947.75,46406.0,803250.88,4728.26,8108.48,24805.35,0.0,85000.0,0.0,0.0,0.0,1262363.64,557612.69,GA,9.0,,,,,,125000.0,0.0,12/31/2022,2000.0,0.0,CLYDE,ANDREW
290,Timothy Barr,Male,White,,,No,No,Georgia,5/24/22,Representative,10,16007,14,Lost,0,0,,Fully denied,No,,,,,,,,,White,BARR,TIMOTHY,TIMOTHY,BARR,0,[],H2GA10166,"BARR, TIMOTHY",O,2,REP,665051.37,0.0,662923.31,0.0,0.0,2128.06,6144.6,15000.0,0.0,0.0,0.0,81168.77,603924.62,GA,10.0,,,,,,39900.0,0.0,12/31/2022,21675.0,6500.0,BARR,TIMOTHY
291,Paul Broun,Male,White,,,No,No,Georgia,5/24/22,Representative,10,14901,13,Lost,0,0,,Fully denied,No,,,,,,,,,White,BROUN,PAUL,PAUL,BROUN,0,[],H6GA09243,"BROUN, PAUL",C,2,REP,534697.16,0.0,534681.58,0.0,1349.02,1364.6,100.0,6053.0,0.0,2739.0,0.0,97638.88,501737.28,GA,10.0,,,,,,26800.0,0.0,12/31/2022,56408.0,0.0,BROUN,PAUL
292,David Curry,Male,White,,,No,No,Georgia,5/24/22,Representative,10,10557,9,Lost,0,0,,Raised questions,No,,,,,,,,,White,CURRY,DAVID,DAVID,CURRY,0,[],H2GA10182,"CURRY, DAVID",O,2,REP,709674.0,0.0,709674.0,0.0,0.0,0.0,0.0,415000.0,0.0,0.0,0.0,0.0,293174.0,GA,10.0,,,,,,1500.0,0.0,06/30/2022,70625.0,0.0,CURRY,DAVID
293,Vernon J. Jones,Male,Black,,,No,No,Georgia,5/24/22,Representative,10,24165,22,Made runoff,10469,26,Lost,Fully denied,Yes,5/3/22,,,,,,,,Black,JONES,VERNON,VERNON,JONES,0,[],H2GA10281,"JONES, VERNON",O,2,REP,532520.99,0.0,532489.09,0.0,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,524057.39,GA,10.0,,,,,,8250.0,0.0,09/30/2022,0.0,0.0,JONES,VERNON
294,Marc McMain,Male,White,,,No,No,Georgia,5/24/22,Representative,10,5222,5,Lost,0,0,,Fully denied,No,,,,,,,,,White,MCMAIN,MARC,MARC,MCMAIN,0,[],H2GA10158,"MCMAIN, MARC",O,2,REP,667444.2,0.0,667444.2,0.0,0.0,0.0,0.0,388396.2,0.0,175000.0,0.0,0.0,279048.0,GA,10.0,,,,,,0.0,0.0,06/30/2022,52200.0,0.0,MCMAIN,MARC
295,Alan Sims,Male,White,,,No,No,Georgia,5/24/22,Representative,10,7388,7,Lost,0,0,,No comment,No,,,,,,,,,White,SIMS,ALAN,ALAN,SIMS,0,[],H2GA10216,"SIMS, ALAN",O,2,REP,703865.17,0.0,703865.17,0.0,0.0,0.0,802.38,445500.0,0.0,11806.45,0.0,0.0,252508.43,GA,10.0,,,,,,4000.0,0.0,09/30/2022,4153.25,0.0,SIMS,ALAN
296,Mitchell Swan,Male,White,,,No,No,Georgia,5/24/22,Representative,10,5184,5,Lost,0,0,,Avoided answering,No,,,,,,,,,White,SWAN,MITCHELL,MITCHELL,SWAN,0,[],H2GA10224,"SWAN, MITCHELL",O,2,REP,301988.0,0.0,301988.0,0.0,0.0,0.0,0.0,66600.0,0.0,0.0,0.0,0.0,232288.0,GA,10.0,,,,,,3100.0,0.0,06/30/2022,19125.0,0.0,SWAN,MITCHELL
297,Barry Loudermilk,Male,White,,,Yes,No,Georgia,5/24/22,Representative,11,1,100,Won,0,0,,Fully denied,Yes,5/21/22,,,,,,,,White,LOUDERMILK,BARRY,BARRY,LOUDERMILK,0,[],H4GA11061,"LOUDERMILK, BARRY",I,2,REP,795499.29,10570.98,898241.73,0.0,372831.59,270089.15,0.0,0.0,0.0,0.0,0.0,0.0,313064.21,GA,11.0,,,,,,463790.0,100.0,12/31/2022,2400.0,-1000.0,LOUDERMILK,BARRY
298,Caesar Gonzales,Male,Latino,,,No,No,Georgia,5/24/22,Representative,13,12659,57,Won,0,0,,Fully denied,No,,,,,,,,,Latino,GONZALES,CAESAR,CAESAR,GONZALES,0,[],H0GA13149,"GONZALES, CAESAR",C,2,REP,19033.64,0.0,18511.88,0.0,79.15,600.91,0.0,2000.0,0.0,0.0,0.0,2524.31,13692.7,GA,13.0,,,,,,0.0,0.0,10/19/2022,23.5,0.0,GONZALES,CAESAR
299,Dominika Hawkins,Female,Black,,,No,No,Georgia,5/24/22,Representative,13,4450,20,Lost,0,0,,No comment,No,,,,,,,,,Black,HAWKINS,DOMINIKA,DOMINIKA,HAWKINS,0,[],H2GA13137,"HAWKINS, DOMINIKA",C,2,REP,5520.0,0.0,5520.0,0.0,0.0,0.0,5220.0,0.0,0.0,0.0,0.0,0.0,300.0,GA,13.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,HAWKINS,DOMINIKA
