,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee,Biden,Race,Lastname_x,Firstname_x,Num Endorcements,Ethnicity,Fuzzy_Firstname,Fuzzy_Lastname,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
56,Matthew Fyfe,Male,White,,,No,No,Indiana,5/3/2022,Representative,9,12240,57,Won,0,0,,,,,,,,,,,False,White,FYFE,MATTHEW,0,[],MATTHEW,FYFE,H2IN09191,"FYFE, MATTHEW JOHN",O,1,DEM,122824.28,0.0,117102.72,0.0,0.0,5721.56,10190.61,0.0,0.0,0.0,0.0,0.0,94663.67,IN,9.0,,,,,,17700.0,270.0,12/31/2022,0.0,0.0,FYFE,MATTHEW
57,Morgan Harper,Female,Black,,,No,No,Ohio,5/3/2022,Senator,,92347,18,Lost,0,0,,,,,Yes,,,,,,False,Black,HARPER,MORGAN,1,[],MORGAN,HARPER,S2OH00469,"HARPER, MORGAN",O,1,DEM,1318601.26,0.0,1312713.5,0.0,0.0,5887.76,7634.77,0.0,0.0,0.0,0.0,0.0,1302887.22,OH,0.0,,,,,,7674.02,0.0,12/31/2022,153962.01,0.0,HARPER,MORGAN
58,"Traci ""TJ"" Johnson",Female,Black,,,No,No,Ohio,5/3/2022,Senator,,65209,13,Lost,0,0,,,,,No,,,,,,False,Black,JOHNSON,TRACI,0,[],TRACI,JOHNSON,S2OH00543,"JOHNSON, TRACI TJ",O,1,DEM,3909.44,0.0,8933.77,0.0,0.0,-5024.33,0.0,0.0,0.0,0.0,0.0,0.0,3909.44,OH,0.0,,,,,,0.0,0.0,11/08/2022,0.0,0.0,JOHNSON,TRACI
59,Greg Landsman,Male,White,,,No,No,Ohio,5/3/2022,Representative,1,28330,100,Won,0,0,,,,,,,,,,Yes,False,White,LANDSMAN,GREG,1,[],GREG,LANDSMAN,H2OH01194,"LANDSMAN, GREG",C,1,DEM,2768116.46,27215.47,2700067.65,0.0,0.0,68048.81,11116.89,0.0,0.0,0.0,0.0,0.0,2356459.87,OH,1.0,,,,,,362457.0,10000.0,12/31/2022,29822.21,0.0,LANDSMAN,GREG
60,Alan Darnowsky,Male,White,,,No,No,Ohio,5/3/2022,Representative,2,4541,28,Lost,0,0,,,,,,,,,,,False,White,DARNOWSKY,ALAN,0,[],ALAN,DARNOWSKY,H2OH02135,"DARNOWSKY, ALAN",C,1,DEM,12812.75,0.0,12812.75,0.0,0.0,0.0,30.0,10000.0,0.0,1379.11,0.0,0.0,2782.75,OH,2.0,,,,,,0.0,0.0,05/31/2022,0.0,0.0,DARNOWSKY,ALAN
61,Samantha Meadows,Female,White ,,,No,No,Ohio,5/3/2022,Representative,2,11694,72,Won,0,0,,,,,,,,,,,False,White,MEADOWS,SAMANTHA,0,[],SAMANTHA,MEADOWS,H2OH02127,"MEADOWS, SAMANTHA",C,1,DEM,22924.5,0.0,28330.05,0.0,5422.16,16.61,0.0,0.0,0.0,0.0,0.0,0.0,15424.5,OH,2.0,,,,,,7500.0,0.0,12/31/2022,0.0,0.0,MEADOWS,SAMANTHA
62,Joyce Beatty,Female,Black,,,Yes,No,Ohio,5/3/2022,Representative,3,48241,100,Won,0,0,,,,,,,,,,,False,Black,BEATTY,JOYCE,0,[],JOYCE,BEATTY,H2OH03125,"BEATTY, JOYCE",I,1,DEM,2243895.59,71339.69,1043588.33,0.0,956589.8,2156897.06,0.0,0.0,0.0,0.0,0.0,2500.0,674599.1,OH,3.0,,,,,,1494167.25,0.0,12/31/2022,3350.0,4500.0,BEATTY,JOYCE
63,Jeffrey A. Sites,Male,White,,,No,No,Ohio,5/3/2022,Representative,4,10160,48,Lost,0,0,,,,,,,,,,,False,White,SITES,JEFFREY,0,[],JEFFREY,SITES,H0OH04085,"SITES, JEFFREY ALAN",C,1,DEM,1020694.34,0.0,916816.42,0.0,0.0,103877.92,0.0,0.0,0.0,0.0,0.0,0.0,1002609.63,OH,4.0,,,,,,16800.0,0.0,12/31/2022,23952.3,5000.0,SITES,JEFFREY
64,Tamie Wilson,Female,Black,White,,No,No,Ohio,5/3/2022,Representative,4,10804,52,Won,0,0,,,,,,,,,,,False,Black White,WILSON,TAMIE,0,[],TAMIE,WILSON,H2OH04156,"WILSON, TAMIE",C,1,DEM,170439.4,10125.11,170422.02,0.0,0.0,12298.97,0.0,0.0,0.0,0.0,0.0,0.0,154862.29,OH,4.0,,,,,,2500.0,1700.0,12/31/2022,0.0,0.0,WILSON,TAMIE
65,Craig Swartz,Male,White,,,No,No,Ohio,5/3/2022,Representative,5,14590,55,Won,0,0,,,,,,,,,,,False,White,SWARTZ,CRAIG,0,[],CRAIG,SWARTZ,H2OH05062,"SWARTZ, CRAIG STEPHEN",C,1,DEM,54980.87,0.0,54692.3,0.0,0.0,288.57,610.0,0.0,0.0,0.0,0.0,0.0,44870.87,OH,5.0,,,,,,7500.0,2000.0,12/31/2022,70.0,0.0,SWARTZ,CRAIG
66,Eric S. Jones,Male,White,,,No,No,Ohio,5/3/2022,Representative,6,7496,34,Lost,0,0,,,,,,,,,,,False,White,JONES,ERIC,0,[],ERIC,JONES,H2OH13215,"JONES, ERIC SCOTT",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,13.0,,,,,,0.0,0.0,05/03/2022,0.0,0.0,JONES,ERIC
67,Louis G. Lyras,Male,White,,,No,No,Ohio,5/3/2022,Representative,6,9056,41,Won,0,0,,,,,,,,,,,False,White,LYRAS,LOUIS,0,[],LOUIS,LYRAS,H8OH13154,"LYRAS, LOUIS GEORGE",C,1,DEM,144248.42,0.0,132597.38,0.0,1202.72,12853.76,24772.02,90500.0,0.0,0.0,0.0,237530.99,21076.4,OH,6.0,,,,,,7900.0,0.0,12/31/2022,0.0,0.0,LYRAS,LOUIS
68,Matthew Diemer,Male,White,Black,,No,No,Ohio,5/3/2022,Representative,7,12636,63,Won,0,0,,,,,,,,,,,False,Black White,DIEMER,MATTHEW,0,[],MATTHEW,DIEMER,H2OH16044,"DIEMER, MATTHEW",O,1,DEM,276778.53,0.0,276778.53,0.0,0.0,0.0,350.0,38600.0,0.0,12835.56,0.0,0.0,230598.6,OH,7.0,,,,,,6100.0,0.0,12/22/2022,3200.0,0.0,DIEMER,MATTHEW
69,Tristan Rader,Male,White,,,No,No,Ohio,5/3/2022,Representative,7,7500,37,Lost,0,0,,,,,,,,,,,False,White,RADER,TRISTAN,0,[],TRISTAN,RADER,H2OH07233,"RADER, TRISTAN",O,1,DEM,7119.0,0.0,5557.07,0.0,0.0,1561.93,0.0,0.0,0.0,0.0,0.0,0.0,7119.0,OH,7.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,RADER,TRISTAN
70,Vanessa Enoch,Female,Black,,,No,No,Ohio,5/3/2022,Representative,8,18290,100,Won,0,0,,,,,,,,,,,False,Black,ENOCH,VANESSA,0,[],VANESSA,ENOCH,H8OH08097,"ENOCH, VANESSA",C,1,DEM,0.0,0.0,0.0,0.0,20421.52,20421.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,8.0,,,,,,0.0,0.0,10/19/2022,0.0,0.0,ENOCH,VANESSA
71,Marcy Kaptur,Female,White,,,Yes,No,Ohio,5/3/2022,Representative,9,32968,100,Won,0,0,,,,,,,,,,,False,White,KAPTUR,MARCY,0,[],MARCY,KAPTUR,H2OH09031,"KAPTUR, MARCY",I,1,DEM,3393468.71,259623.18,3785817.76,0.0,772395.92,380046.87,0.0,0.0,0.0,0.0,0.0,0.0,1899375.8,OH,9.0,,,,,,1234344.47,0.0,12/31/2022,842.0,2500.0,KAPTUR,MARCY
72,David Esrati,Male,White,,,No,No,Ohio,5/3/2022,Representative,10,10473,31,Won,0,0,,,,,,,,,,,False,White,ESRATI,DAVID,0,[],DAVID,ESRATI,H8OH03098,"ESRATI, DAVID",C,1,DEM,45356.05,0.0,45681.07,0.0,123.75,523.62,23.0,0.0,0.0,0.0,0.0,0.0,45333.05,OH,10.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,ESRATI,DAVID
73,Baxter Stapleton,Male,White,,,No,No,Ohio,5/3/2022,Representative,10,8529,26,Lost,0,0,,,,,,,,,,,False,White,STAPLETON,BAXTER,0,[],BAXTER,STAPLETON,H2OH10252,"STAPLETON, BAXTER",C,1,DEM,8587.59,0.0,9294.62,0.0,707.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8587.59,OH,10.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,STAPLETON,BAXTER
74,Nina Turner,Female,Black,,,No,Yes,Ohio,5/3/2022,Representative,11,22830,34,Lost,0,0,,,,,,Yes,,Yes,Yes,,True,Black,TURNER,NINA,3,[],NINA,TURNER,H2OH11151,"TURNER, NINA",C,1,DEM,7046292.9,0.0,7530070.17,0.0,483777.27,0.0,5414.0,0.0,0.0,0.0,0.0,0.0,6708714.2,OH,11.0,,,,,,154845.86,27.0,12/12/2022,101962.98,2050.0,TURNER,NINA
75,Emilia Sykes,Female,Black,,,No,No,Ohio,5/3/2022,Representative,13,36245,100,Won,0,0,,Yes,,,,,,,,Yes,False,Black,SYKES,EMILIA,2,[],EMILIA,SYKES,H2OH13264,"SYKES, EMILIA",O,1,DEM,2542383.02,59191.16,2491705.97,0.0,0.0,50677.05,0.0,0.0,0.0,0.0,0.0,0.0,1919131.24,OH,13.0,,,,,,553621.44,9894.33,12/31/2022,35677.01,8250.0,SYKES,EMILIA
76,Gary Josephson,Male,Unknown,,,No,No,Ohio,5/3/2022,Representative,15,9030,100,Won,0,0,,,,,,,,,,,False,Unknown,JOSEPHSON,GARY,0,[],GARY,JOSEPHSON,H2OH15277,"JOSEPHSON, GARY",C,1,DEM,43162.48,0.0,41465.61,0.0,0.0,1696.87,30746.79,0.0,0.0,0.0,0.0,0.0,9723.07,OH,15.0,,,,,,2500.0,0.0,12/31/2022,0.0,0.0,JOSEPHSON,GARY
77,Barry Lee Wendell,Male,White,,,No,No,West Virginia,5/10/2022,Representative,2,22139,57,Won,0,0,,,,,,,,,,,False,White,WENDELL,BARRY,0,[],BARRY,WENDELL,H2WV02191,"WENDELL, BARRY LEE MR.",C,1,DEM,28025.43,0.0,28025.43,0.0,0.0,0.0,1360.34,1000.0,0.0,0.0,0.0,0.0,25375.0,WV,2.0,,,,,,290.09,0.0,12/31/2022,0.0,0.0,WENDELL,BARRY
78,Alisha Shelton,Female,Black,,,No,No,Nebraska,5/10/2022,Representative,2,14585,31,Lost,0,0,,Yes,,,,,,,,,False,Black,SHELTON,ALISHA,1,[],ALISHA,SHELTON,H2NE02124,"SHELTON, ALISHA",C,1,DEM,340913.94,0.0,360381.22,0.0,15785.22,-3682.06,0.0,0.0,0.0,0.0,0.0,0.0,316358.97,NE,2.0,,,,,,23316.6,0.0,12/21/2022,21530.0,0.0,SHELTON,ALISHA
80,Charles Booker,Male,Black,,,No,No,Kentucky,5/17/2022,Senator,,214245,73,Won,0,0,,,,Yes,Yes,,Yes,,,,True,Black,BOOKER,CHARLES,3,[],CHARLES,BOOKER,S0KY00420,"BOOKER, CHARLES",C,1,DEM,6556072.38,40103.18,6549782.03,0.0,0.0,6290.35,0.0,0.0,0.0,0.0,0.0,132613.11,6311658.43,KY,0.0,,,,,,153374.0,0.0,12/31/2022,54084.63,1900.0,BOOKER,CHARLES
81,Ruth Gao,Female,White,,,No,No,Kentucky,5/17/2022,Senator,,18154,6,Lost,0,0,,,,No,No,,No,,,,False,White,GAO,RUTH,0,[],RUTH,GAO,S2KY00111,"GAO, RUTH DR.",C,1,DEM,9914.02,0.0,12501.02,0.0,1592.78,-870.47,4540.0,0.0,0.0,0.0,0.0,0.0,5374.02,KY,0.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,GAO,RUTH
82,John Merrill,Male,White,,,No,No,Kentucky,5/17/2022,Senator,,28931,10,Lost,0,0,,,,No,No,,No,,,,False,White,MERRILL,JOHN,0,[],JOHN,MERRILL,S0AL00289,"MERRILL, JOHN H",C,2,REP,0.0,0.0,71694.56,0.0,297530.34,225835.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AL,0.0,,,,,,0.0,0.0,12/31/2022,19500.0,0.0,MERRILL,JOHN
83,Jimmy C. Ausbrooks,Male,White,,,No,No,Kentucky,5/17/2022,Representative,1,1,100,Won,0,0,,,,,,,,,,,False,White,AUSBROOKS,JIMMY,0,[],JIMMY,AUSBROOKS,H2KY01085,"AUSBROOKS, JIMMY CLIFTON",C,1,DEM,7866.73,0.0,7866.73,0.0,0.0,0.0,0.0,4026.73,0.0,0.0,0.0,4026.73,2840.0,KY,1.0,,,,,,0.0,1000.0,12/31/2022,0.0,0.0,AUSBROOKS,JIMMY
84,William Dakota Compton,Male,White,,,No,No,Kentucky,5/17/2022,Representative,2,14465,42,Lost,0,0,,,,,,,,,,,False,White,COMPTON,WILLIAM,0,[],WILLIAM,COMPTON,H2KY02125,"COMPTON, WILLIAM DAKOTA",C,1,DEM,2376.83,0.0,853.89,0.0,0.0,722.0,1668.52,0.0,0.0,0.0,0.0,0.0,708.31,KY,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,COMPTON,WILLIAM
85,Hank Linderman,Male,White,,,No,No,Kentucky,5/17/2022,Representative,2,20174,58,Won,0,0,,,,,,,,,,,False,White,LINDERMAN,HANK,0,[],HANK,LINDERMAN,H8KY02080,"LINDERMAN, HANK",C,1,DEM,87461.23,0.0,100206.37,0.0,31482.11,25287.62,0.0,0.0,0.0,0.0,0.0,0.0,81960.53,KY,2.0,,,,,,500.7,0.0,12/31/2022,0.0,0.0,LINDERMAN,HANK
86,Morgan McGarvey,Male,White,,,No,No,Kentucky,5/17/2022,Representative,3,52157,63,Won,0,0,,,,,No,No,,,,,False,White,MCGARVEY,MORGAN,0,[],MORGAN,MCGARVEY,H2KY03206,"MCGARVEY, MORGAN",O,1,DEM,3088931.24,49617.39,2867874.74,0.0,0.0,221056.5,0.0,0.0,0.0,0.0,0.0,0.0,2465250.01,KY,3.0,,,,,,573496.25,0.0,12/31/2022,11150.0,5500.0,MCGARVEY,MORGAN
87,Attica Scott,Female,Black,,,No,No,Kentucky,5/17/2022,Representative,3,30183,37,Lost,0,0,,,,,Yes,Yes,,,,,True,Black,SCOTT,ATTICA,2,[],ATTICA,SCOTT,H2KY03172,"SCOTT, ATTICA WOODSON",O,1,DEM,240509.3,0.0,240509.3,0.0,0.0,0.0,10209.38,0.0,0.0,0.0,0.0,0.0,227084.8,KY,3.0,,,,,,2215.12,1000.0,09/30/2022,0.0,0.0,SCOTT,ATTICA
88,Matthew Lehman,Male,White,,,No,No,Kentucky,5/17/2022,Representative,4,1,100,Won,0,0,,,,,,,,,,,False,White,LEHMAN,MATTHEW,0,[],MATTHEW,LEHMAN,H2KY04212,"LEHMAN, MATTHEW",C,1,DEM,304093.57,11230.75,298073.71,0.0,0.0,6019.86,4869.69,2000.0,0.0,2000.0,0.0,0.0,243317.98,KY,4.0,,,,,,41450.0,1225.0,12/31/2022,0.0,0.0,LEHMAN,MATTHEW
89,Conor Halbleib,Male,White,,,No,No,Kentucky,5/17/2022,Representative,5,1,100,Won,0,0,,,,,,,,,,,False,White,HALBLEIB,CONOR,0,[],CONOR,HALBLEIB,H2KY05177,"HALBLEIB, CONOR",C,1,DEM,18701.81,0.0,19102.59,0.0,1024.2,623.42,0.0,1232.28,0.0,0.0,0.0,1732.28,17469.53,KY,5.0,,,,,,0.0,0.0,10/19/2022,0.0,0.0,HALBLEIB,CONOR
90,"Geoffrey M. ""Geoff"" Young",Male,White,,,No,No,Kentucky,5/17/2022,Representative,6,25722,52,Won,0,0,,,,,,,,,,,False,White,YOUNG,GEOFFREY,0,[],GEOFFREY,YOUNG,H4KY06163,"YOUNG, GEOFFREY M",C,1,DEM,239157.17,0.0,239130.65,0.0,0.0,26.52,524.45,202022.48,0.0,0.0,0.0,27.7,36610.24,KY,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,YOUNG,GEOFFREY
91,Suzanne Bonamici,Female,White,,,Yes,No,Oregon,5/17/2022,Representative,1,80317,88,Won,0,0,,,,,,,,,,,False,White,BONAMICI,SUZANNE,0,[],SUZANNE,BONAMICI,H2OR01133,"BONAMICI, SUZANNE MS.",I,1,DEM,1037674.86,1000.0,965259.7,213000.0,553345.78,625760.94,0.0,0.0,0.0,0.0,0.0,0.0,472520.97,OR,1.0,,,,,,564100.0,0.0,12/31/2022,550.0,3500.0,BONAMICI,SUZANNE
92,Earl Blumenauer,Male,White,,,Yes,No,Oregon,5/17/2022,Representative,3,96386,94,Won,0,0,,,,,,,,,,,False,White,BLUMENAUER,EARL,0,[],EARL,BLUMENAUER,H6OR03064,"BLUMENAUER, EARL",I,1,DEM,1364461.33,82074.36,1350035.14,0.0,757344.8,771770.99,0.0,0.0,0.0,0.0,0.0,0.0,376932.72,OR,3.0,,,,,,900377.0,0.0,12/31/2022,1326.0,0.0,BLUMENAUER,EARL
93,Sami Al-Abdrabbuh,Male,Middle Eastern,,,No,No,Oregon,5/17/2022,Representative,4,6080,7,Lost,0,0,,No,,,No,,,,,,False,Middle Eastern,AL-ABDRABBUH,SAMI,0,['Eastern (Saudi)'],SAMI,AL-ABDRABBUH,H2OR04152,"AL-ABDRABBUH, SAMI",O,1,DEM,57447.35,0.0,56996.18,0.0,0.0,451.17,4007.0,0.0,0.0,0.0,0.0,6954.72,52630.35,OR,4.0,,,,,,810.0,0.0,12/31/2022,0.0,210.0,AL-ABDRABBUH,SAMI
94,Doyle E. Canning,Female,White,,,No,No,Oregon,5/17/2022,Representative,4,14245,16,Lost,0,0,,No,,,Yes,,,,,,False,White,CANNING,DOYLE,1,[],DOYLE,CANNING,H2OR04160,"CANNING, DOYLE",O,1,DEM,281376.12,0.0,281376.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276311.09,OR,4.0,,,,,,3875.0,0.0,12/31/2022,1357.74,0.0,CANNING,DOYLE
95,Andrew Kalloch,Male,White,,,No,No,Oregon,5/17/2022,Representative,4,4322,5,Lost,0,0,,No,,,No,,,,,,False,White,KALLOCH,ANDREW,0,[],ANDREW,KALLOCH,H2OR04103,"KALLOCH, ANDREW",O,1,DEM,288629.05,0.0,288629.05,0.0,0.0,0.0,22821.5,0.0,0.0,0.0,0.0,0.0,264807.55,OR,4.0,,,,,,1000.0,0.0,09/30/2022,3100.0,0.0,KALLOCH,ANDREW
96,John S. Selker,Male,White,,,No,No,Oregon,5/17/2022,Representative,4,4738,5,Lost,0,0,,No,,,No,,,,,,False,White,SELKER,JOHN,0,[],JOHN,SELKER,H2OR04111,"SELKER, JOHN STEVEN DR.",O,1,DEM,212997.0,0.0,212997.0,0.0,0.0,0.0,3570.0,54700.0,0.0,1995.25,0.0,0.0,149727.0,OR,4.0,,,,,,5000.0,0.0,07/05/2022,732.0,0.0,SELKER,JOHN
97,Jamie McLeod-Skinner,Female,White,,,No,Yes,Oregon,5/17/2022,Representative,5,47148,55,Won,0,0,,,,Yes,Yes,Yes,,,,,True,White,MCLEOD-SKINNER,JAMIE,3,[],JAMIE,MCLEOD-SKINNER,H8OR02161,"MCLEOD-SKINNER, JAMIE",C,1,DEM,3670803.53,137046.62,3624684.67,0.0,0.0,46118.86,0.0,0.0,0.0,0.0,0.0,0.0,3123006.37,OR,5.0,,,,,,376309.81,9000.0,12/31/2022,37214.67,8750.0,MCLEOD-SKINNER,JAMIE
98,Kurt Schrader,Male,White,,,Yes,No,Oregon,5/17/2022,Representative,5,38726,45,Lost,0,0,,,,No,No,No,,,,,True,White,SCHRADER,KURT,0,[],KURT,SCHRADER,H8OR05107,"SCHRADER, KURT",I,1,DEM,2725217.28,0.0,5181348.28,0.0,2516499.19,60368.19,0.0,0.0,0.0,0.0,0.0,0.0,992516.54,OR,5.0,,,,,,1723310.0,5000.0,12/31/2022,168413.25,304200.0,SCHRADER,KURT
99,Carrick Flynn,Male,White,,,No,No,Oregon,5/17/2022,Representative,6,13052,18,Lost,0,0,,,,,,,,,,,False,White,FLYNN,CARRICK,0,[],CARRICK,FLYNN,H2OR06090,"FLYNN, CARRICK RONAN MORGAN",O,1,DEM,1147785.73,0.0,1147785.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142619.73,OR,6.0,,,,,,5000.0,0.0,07/15/2022,304082.29,0.0,FLYNN,CARRICK
100,Kathleen Harder,Female,White,,,No,No,Oregon,5/17/2022,Representative,6,5510,8,Lost,0,0,,,,,,,,,,,False,White,HARDER,KATHLEEN,0,[],KATHLEEN,HARDER,H2OR06074,"HARDER, KATHLEEN",O,1,DEM,480112.85,0.0,473916.58,0.0,0.0,6196.27,12815.39,211325.0,0.0,0.0,0.0,211325.0,236432.65,OR,6.0,,,,,,15000.0,0.0,12/31/2022,44326.54,0.0,HARDER,KATHLEEN
101,Andrea Salinas,Female,White,,,No,No,Oregon,5/17/2022,Representative,6,26101,37,Won,0,0,,,,,,,,,,,False,White,SALINAS,ANDREA,0,[],ANDREA,SALINAS,H2OR06066,"SALINAS, ANDREA",O,1,DEM,3405187.33,28890.69,3398902.83,0.0,0.0,6284.5,0.0,0.0,0.0,0.0,0.0,0.0,2746877.11,OR,6.0,,,,,,611881.11,6000.0,12/31/2022,25758.8,2402.57,SALINAS,ANDREA
102,Loretta Smith,Female,Black,,,No,No,Oregon,5/17/2022,Representative,6,7064,10,Lost,0,0,,,,,,,,,,,False,Black,SMITH,LORETTA,0,[],LORETTA,SMITH,H2OR06017,"SMITH, LORETTA",O,1,DEM,360500.25,0.0,359839.9,0.0,0.0,660.35,8.62,90000.0,0.0,35000.0,0.0,55000.0,251581.63,OR,6.0,,,,,,18900.0,0.0,12/31/2022,9801.0,500.0,SMITH,LORETTA
103,David Roth,Male,White,,,No,No,Idaho,5/17/2022,Senator,,19160,58,Won,0,0,,,,,,,,,,,False,White,ROTH,DAVID,0,[],DAVID,ROTH,S2ID00178,"ROTH, DAVID JORDAN",C,1,DEM,99856.87,0.0,94210.57,0.0,0.0,5646.3,100.0,0.0,9600.0,2000.0,0.0,7600.0,79929.37,ID,0.0,,,,,,10127.5,100.0,12/31/2022,0.0,0.0,ROTH,DAVID
104,Kaylee Peterson,Female,White,,,No,No,Idaho,5/17/2022,Representative,1,15057,100,Won,0,0,,,,,,,,,,,False,White,PETERSON,KAYLEE,0,[],KAYLEE,PETERSON,H2ID01192,"PETERSON, KAYLEE JADE",C,1,DEM,69848.28,0.0,67139.54,0.0,0.0,2708.74,20.0,0.0,0.0,0.0,0.0,0.0,66125.36,ID,1.0,,,,,,3444.92,0.0,12/31/2022,10.0,0.0,PETERSON,KAYLEE
105,Wendy Norman,Female,White,,,No,No,Idaho,5/17/2022,Representative,2,17150,100,Won,0,0,,,,,,,,,,,False,White,NORMAN,WENDY,0,[],WENDY,NORMAN,H2ID02216,"NORMAN, WENDY ANN",C,1,DEM,13856.48,0.0,11626.22,0.0,0.0,2230.25,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,ID,2.0,,,,,,1205.0,0.0,12/31/2022,0.0,0.0,NORMAN,WENDY
106,Robert Colon,Male,White,,,No,No,North Carolina,5/17/2022,Senator,,6904,1,Lost,0,0,,No,,,,,,,,,False,White,COLON,ROBERT,0,[],ROBERT,COLON,S2NC00745,"COLON, ROBERT",O,1,DEM,23601.26,0.0,23601.26,0.0,0.0,0.0,23601.26,0.0,0.0,0.0,0.0,0.0,0.0,NC,0.0,,,,,,0.0,0.0,05/17/2022,0.0,0.0,COLON,ROBERT
107,"Constance ""Lov"" Johnson",Female,Black,,,No,No,North Carolina,5/17/2022,Senator,,12500,2,Lost,0,0,,No,,,,,,,,,False,Black,JOHNSON,CONSTANCE,0,[],CONSTANCE,JOHNSON,S2NC00620,"JOHNSON, CONSTANCE LOV",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,0.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,JOHNSON,CONSTANCE
108,Tobias LaGrone,Male,Black,,,No,No,North Carolina,5/17/2022,Senator,,5048,1,Lost,0,0,,No,,,,,,,,,False,Black,LAGRONE,TOBIAS,0,[],TOBIAS,LAGRONE,S2NC00398,"LAGRONE, TOBIAS EVERETT DR.",O,1,DEM,6916.24,0.0,6085.65,200.0,0.0,629.36,1166.0,0.0,0.0,0.0,0.0,0.0,5750.0,NC,0.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,LAGRONE,TOBIAS
109,Marcus W. Williams,Male,Black,,,No,No,North Carolina,5/17/2022,Senator,,17446,3,Lost,0,0,,No,,,,,,,,,False,Black,WILLIAMS,MARCUS,0,[],MARCUS,WILLIAMS,S8NC00270,"WILLIAMS, MARCUS W.",O,1,DEM,3786.77,0.0,3786.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3786.77,NC,0.0,,,,,,0.0,0.0,05/19/2022,0.0,0.0,WILLIAMS,MARCUS
110,Cheri Beasley,Female,Black,,,No,No,North Carolina,5/17/2022,Senator,,501766,81,Won,0,0,,Yes,,,,,,,,,False,Black,BEASLEY,CHERI,1,[],CHERI,BEASLEY,S2NC00497,"BEASLEY, CHERI",O,1,DEM,38947127.34,2525582.22,38899621.55,0.0,0.0,47355.79,1167.54,0.0,0.0,0.0,0.0,0.0,35250267.74,NC,0.0,,,,,,1109684.33,51200.0,12/31/2022,499610.76,10069.4,BEASLEY,CHERI
111,Don Davis,Male,Black,,,No,No,North Carolina,5/17/2022,Representative,1,42693,63,Won,0,0,,,,,No,,No,,,,False,Black,DAVIS,DON,0,[],DON,DAVIS,H2NC02287,"DAVIS, DON",C,1,DEM,1876018.87,2532.07,1858045.79,1000.0,0.0,17973.08,2900.0,19000.0,0.0,19000.0,0.0,0.0,1382463.01,NC,1.0,,,,,,465559.78,3239.07,12/31/2022,8067.52,7500.0,DAVIS,DON
112,Erica D. Smith,Female,Black,,,No,No,North Carolina,5/17/2022,Representative,1,21012,31,Lost,0,0,,,,,Yes,,Yes,,,,False,Black,SMITH,ERICA,2,[],ERICA,SMITH,H2NC02238,"SMITH, ERICA DANETTE",C,1,DEM,960172.91,10580.64,955530.25,0.0,19331.07,53944.22,311.7,35000.0,100000.0,11283.0,100000.0,4500.0,773544.59,NC,1.0,,,,,,39756.0,0.0,09/30/2022,10558.08,0.0,SMITH,ERICA
114,Deborah K. Ross,Female,White,,,Yes,No,North Carolina,5/17/2022,Representative,2,1,100,Won,0,0,,,,,,,,,,,False,White,ROSS,DEBORAH,0,[],DEBORAH,ROSS,H0NC02125,"ROSS, DEBORAH",I,1,DEM,2124081.81,0.0,2106215.58,241000.0,451458.13,469324.36,0.0,0.0,0.0,0.0,0.0,0.0,1497192.67,NC,2.0,,,,,,625732.28,0.0,12/31/2022,10790.1,0.0,ROSS,DEBORAH
